,Unnamed: 0,Column,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,earliest_cr_line,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,application_type,tot_cur_bal,open_act_il,mths_since_rcnt_il,total_bal_il,il_util,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mths_since_recent_bc,mths_since_recent_inq,mths_since_recent_revol_delinq,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_op_past_12m,pct_tl_nvr_dlq,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
107530,107530,107530,22625,22625,22625, 36 months,8.19,710.98,7,,5,45514.0,Verified,Jan-19,Fully Paid,debt_consolidation,MN,33.83,Mar-08,,13,5037,9.5,24,w,0.0,0.0,23252.76219,23252.76,22625.0,627.76,May-19,21160.99,,May-19,Individual,38850,2,10.0,33813,70.0,3,1748,38.0,53100,6,2988.0,36806.0,6.8,85.0,130,11,10,11.0,2.0,,3,4,6,7,9,9,15,4,13,3,100.0,101222,38850,39500,48122
107533,107533,107533,30000,30000,30000, 36 months,22.35,1151.16,4,1.0,6,160000.0,Verified,Jan-19,Charged Off,debt_consolidation,FL,15.11,May-12,,19,62649,59.9,28,w,28189.46,28189.46,3416.23,3416.23,1810.54,1605.69,Apr-19,1151.16,Jun-19,May-19,Individual,417000,2,28.0,12861,37.0,5,1621,44.0,70300,7,21947.0,5050.0,59.6,79.0,68,1,1,1.0,0.0,,8,13,9,11,6,16,18,13,19,1,100.0,458892,75510,12500,35222
107553,107553,107553,20000,20000,20000, 60 months,13.56,460.82,5,7.0,4,450000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,NJ,10.43,Apr-90,,23,131259,51.5,42,w,0.0,0.0,20478.40915,20478.41,20000.0,478.41,Mar-19,20032.66,,Mar-19,Individual,1194108,2,22.0,114573,52.0,3,37860,52.0,222200,5,56862.0,79894.0,48.1,171.0,345,4,4,5.0,5.0,,8,11,15,17,12,20,27,11,23,2,100.0,1340624,245832,189000,138424
107560,107560,107560,15000,15000,15000, 36 months,10.72,489.1,6,3.0,5,42000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,OR,12.54,Nov-06,,8,17781,45.2,11,w,0.0,0.0,15395.96479,15395.96,15000.0,395.96,Apr-19,14426.69,,Apr-19,Individual,17781,0,134.0,0,,0,8973,45.0,39300,0,2223.0,8351.0,68.0,146.0,130,27,27,27.0,11.0,,4,5,4,4,2,8,9,5,8,0,100.0,39300,17781,26100,0
107565,107565,107565,5700,5700,5700, 36 months,14.47,196.12,5,6.0,6,134000.0,Source Verified,Jan-19,Fully Paid,home_improvement,MS,21.95,Sep-96,59.0,16,35445,69.5,76,w,0.0,0.0,5711.4575829999985,5711.46,5700.0,11.46,Jan-19,5716.04,,Jan-19,Individual,686204,7,1.0,249613,144.0,2,29716,114.0,53000,6,42888.0,7092.0,86.9,268.0,184,12,1,38.0,1.0,59.0,3,4,5,8,57,7,14,4,16,5,97.0,673997,285058,41000,205657
107581,107581,107581,10000,10000,10000, 60 months,8.19,203.68,7,10.0,6,45000.0,Source Verified,Jan-19,Charged Off,debt_consolidation,OH,5.79,Jul-06,,11,10048,14.5,16,w,9590.93,9590.93,606.49,606.49,409.07,197.42,Apr-19,203.68,Jun-19,May-19,Individual,177810,0,46.0,0,,3,2584,15.0,69300,4,16165.0,47260.0,11.3,57.0,149,1,1,1.0,4.0,,4,6,7,10,2,10,13,6,11,3,100.0,240205,10048,53300,0
107606,107606,107606,24000,24000,24000, 60 months,26.31,722.99,3,4.0,5,82000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,FL,19.55,Sep-04,42.0,12,29472,46.5,16,w,0.0,0.0,25375.238690000002,25375.24,24000.0,1375.24,Apr-19,362.23,,Apr-19,Individual,64736,2,15.0,35264,26.0,4,7495,44.0,63400,5,5885.0,57.0,99.5,172.0,95,16,15,16.0,15.0,,4,7,5,6,4,10,11,7,12,0,93.8,112545,64736,11300,49145
107611,107611,107611,18000,18000,18000, 36 months,6.46,551.36,7,5.0,5,130000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,CA,7.02,Dec-00,48.0,3,18426,76.8,11,w,0.0,0.0,18354.47207,18354.47,18000.0,354.47,Apr-19,17258.21,,May-19,Individual,24740,1,14.0,6314,67.0,0,18426,74.0,24000,1,8247.0,1574.0,92.1,91.0,217,59,14,217.0,14.0,49.0,1,1,1,4,3,2,7,1,3,0,72.7,33435,24740,20000,9435
107618,107618,107618,12000,12000,12000, 36 months,6.46,367.57,7,10.0,6,80000.0,Source Verified,Jan-19,Fully Paid,vacation,FL,15.95,Jun-03,49.0,20,5653,8.6,37,w,0.0,0.0,12151.87932,12151.88,12000.0,151.88,Mar-19,11788.62,,Mar-19,Individual,290062,3,26.0,21910,42.0,1,2831,23.0,65900,2,15266.0,47767.0,8.3,135.0,157,21,11,21.0,2.0,,2,4,10,12,11,15,22,4,20,1,94.4,403791,27563,52100,51641
107629,107629,107629,12000,12000,12000, 36 months,8.81,380.54,7,,5,39840.0,Verified,Jan-19,Fully Paid,debt_consolidation,WV,27.05,Sep-09,,15,289,1.6,29,w,0.0,0.0,12352.11548,12352.12,12000.0,352.12,May-19,11216.37,,May-19,Individual,36152,1,7.0,35863,86.0,9,57,60.0,18600,12,2410.0,10443.0,0.5,110.0,112,1,1,1.0,2.0,,1,3,6,8,14,13,15,3,15,4,100.0,60455,36152,10500,41855
107631,107631,107631,35000,35000,35000, 60 months,11.8,775.03,6,5.0,6,270000.0,Source Verified,Jan-19,Fully Paid,credit_card,MA,13.82,Feb-13,,35,34935,26.9,45,w,0.0,0.0,35014.91833,35014.92,35000.0,14.92,Jan-19,35037.86,,Apr-19,Individual,494500,15,7.0,99732,89.0,8,4801,49.0,130000,15,14129.0,62371.0,24.4,71.0,69,4,3,4.0,4.0,,7,10,14,14,22,17,20,10,35,7,100.0,609725,153301,82500,110507
107640,107640,107640,2400,2400,2400, 36 months,19.92,89.1,4,10.0,6,135000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,WI,7.62,Nov-00,,8,13011,60.2,38,w,0.0,0.0,2490.205648,2490.21,2400.0,90.21,Mar-19,2403.77,,Mar-19,Individual,215463,3,4.0,19183,76.0,1,9053,69.0,21600,2,26933.0,3788.0,76.3,123.0,218,22,4,42.0,3.0,,2,3,2,9,16,4,19,3,8,1,100.0,236726,32194,16000,25126
107657,107657,107657,7000,7000,7000, 36 months,7.02,216.21,7,10.0,5,115000.0,Not Verified,Jan-19,Fully Paid,credit_card,CA,12.82,Aug-06,,22,19355,11.1,43,w,0.0,0.0,7083.226495,7083.23,7000.0,83.23,Mar-19,5669.75,,Mar-19,Individual,52836,9,5.0,33481,67.0,6,8804,24.0,173800,9,2402.0,154445.0,11.1,148.0,149,6,5,6.0,5.0,,6,6,13,20,21,13,22,6,22,6,100.0,223455,52836,173800,49655
107673,107673,107673,16000,16000,16000, 60 months,27.27,491.16,3,,5,39750.0,Verified,Jan-19,Fully Paid,debt_consolidation,VA,19.63,Jul-94,24.0,4,2801,93.4,17,w,0.0,0.0,16411.460059999998,16411.46,16000.0,411.46,Feb-19,16435.7,,May-19,Individual,46043,3,20.0,43242,41.0,0,2801,46.0,3000,1,11511.0,199.0,93.4,151.0,293,69,20,107.0,4.0,,1,1,1,7,8,1,9,1,4,0,100.0,73047,46043,3000,70047
107689,107689,107689,20000,20000,20000, 36 months,16.91,712.16,5,8.0,6,124000.0,Verified,Jan-19,Charged Off,home_improvement,FL,0.83,Jun-04,,3,1156,28.9,17,w,19569.67,19569.67,693.37,693.37,430.33,263.04,Feb-19,712.16,Jun-19,May-19,Individual,1156,0,60.0,0,,1,1156,29.0,4000,1,1156.0,2844.0,28.9,174.0,47,20,20,29.0,,,1,1,2,4,12,3,5,1,3,0,100.0,4000,1156,4000,0
107699,107699,107699,11200,11200,11200, 36 months,8.19,351.95,7,1.0,6,139000.0,Not Verified,Jan-19,Fully Paid,home_improvement,FL,17.34,Nov-01,,15,115298,10.1,37,w,0.0,0.0,11491.66057,11491.66,11200.0,291.66,May-19,10440.91,,May-19,Individual,556713,2,3.0,26715,56.0,8,7484,27.0,210200,11,37114.0,53021.0,13.9,101.0,206,3,3,3.0,3.0,,4,5,8,13,10,12,24,5,15,5,100.0,681946,142013,61600,47646
107724,107724,107724,25000,25000,25000, 60 months,17.97,634.43,4,10.0,6,85000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,PA,13.06,Aug-07,,14,3419,5.7,34,w,0.0,0.0,26195.17857,26195.18,25000.0,1195.18,Apr-19,24951.28,,Apr-19,Individual,116758,1,3.0,45161,,9,1751,6.0,60100,16,8340.0,43047.0,6.2,136.0,117,2,2,4.0,2.0,,3,6,8,10,17,12,16,6,14,8,100.0,175156,48580,45900,45706
107761,107761,107761,3025,3025,3025, 36 months,7.02,93.44,7,10.0,6,75000.0,Not Verified,Jan-19,Fully Paid,other,GA,6.98,Feb-02,60.0,8,4332,25.5,20,w,0.0,0.0,3065.492381,3065.49,3025.0,40.49,Mar-19,2973.23,,Mar-19,Individual,157748,1,41.0,11574,112.0,0,776,58.0,17000,0,19719.0,5569.0,24.7,177.0,203,39,39,44.0,,66.0,3,6,3,3,7,6,8,6,8,0,85.0,199363,15906,7400,10297
107764,107764,107764,30000,30000,30000, 36 months,12.98,1010.53,6,10.0,6,52000.0,Verified,Jan-19,Charged Off,credit_card,CT,45.86,Mar-03,,13,59794,67.0,21,f,28621.76,28621.76,1999.43,1999.43,1378.24,621.19,Mar-19,1010.53,Jun-19,May-19,Joint App,68427,1,17.0,8633,53.0,5,20812,65.0,89300,6,5264.0,5646.0,90.9,106.0,189,5,5,12.0,2.0,,6,9,6,10,2,12,17,9,13,2,100.0,105657,68427,62300,16357
107776,107776,107776,20000,20000,20000, 60 months,11.8,442.88,6,1.0,6,172000.0,Not Verified,Jan-19,Fully Paid,home_improvement,CA,11.3,Sep-95,,15,9152,11.5,35,w,0.0,0.0,20531.38275,20531.38,20000.0,531.38,Mar-19,20101.61,,Mar-19,Individual,478134,2,6.0,53240,83.0,1,8817,43.0,79600,5,31876.0,67465.0,11.6,149.0,280,9,6,9.0,6.0,,2,3,9,15,8,12,24,3,15,3,100.0,567948,62392,76300,64248
107786,107786,107786,6000,6000,6000, 36 months,11.8,198.72,6,2.0,6,120000.0,Not Verified,Jan-19,Fully Paid,home_improvement,IL,18.91,Nov-05,10.0,17,18566,44.0,33,w,0.0,0.0,6041.930703,6041.93,6000.0,41.93,Feb-19,405.86,,Jan-19,Individual,449859,9,4.0,231072,127.0,4,11530,44.0,42500,7,26462.0,7000.0,44.0,151.0,158,3,3,3.0,3.0,,5,7,5,5,25,7,7,5,17,2,91.0,448668,249638,35000,181316
107805,107805,107805,5000,5000,5000, 36 months,7.56,155.67,7,3.0,5,60000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,FL,3.88,Sep-13,,10,6271,20.1,19,w,0.0,0.0,5001.3125,5001.31,5000.0,1.31,Jan-19,5003.41,,Jan-19,Individual,6271,0,14.0,0,,10,3031,20.0,31200,14,627.0,19150.0,19.9,24.0,64,1,1,9.0,5.0,,4,8,4,5,4,10,15,8,10,7,100.0,31200,6271,23900,0
107809,107809,107809,40000,40000,40000, 36 months,11.31,1315.43,6,2.0,5,152000.0,Verified,Jan-19,Fully Paid,credit_card,DC,21.8,Nov-96,12.0,38,45299,34.8,63,w,0.0,0.0,40016.34,40016.34,40000.0,16.34,Jan-19,40041.47,,May-19,Individual,202661,4,7.0,157264,51.0,8,8732,40.0,130100,9,5333.0,63891.0,41.2,218.0,266,8,7,13.0,6.0,12.0,15,19,24,29,17,33,45,19,38,4,93.4,326245,202661,108700,193493
107815,107815,107815,5000,5000,5000, 36 months,11.8,165.6,6,8.0,6,46000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,MN,25.52,May-08,,7,4682,29.8,13,w,0.0,0.0,5152.960091,5152.96,5000.0,152.96,Apr-19,4825.04,,May-19,Individual,204324,2,7.0,27284,75.0,0,2762,62.0,15700,1,29189.0,9025.0,32.1,128.0,101,49,7,49.0,3.0,,2,4,2,3,4,4,8,4,7,1,100.0,240303,31966,13300,36203
107820,107820,107820,10000,10000,10000, 36 months,15.02,346.76,5,1.0,5,30000.0,Not Verified,Jan-19,Fully Paid,other,CA,6.74,May-13,33.0,12,332,3.4,26,w,0.0,0.0,10118.125740000001,10118.13,10000.0,118.13,Feb-19,10126.47,,May-19,Individual,1147,1,6.0,433,54.0,8,311,10.0,9800,16,96.0,4777.0,6.3,26.0,67,3,3,3.0,3.0,33.0,3,4,6,9,9,10,16,4,12,4,87.0,11182,1147,5100,800
107937,107937,107937,27000,27000,27000, 60 months,11.8,597.88,6,10.0,6,180000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,TX,8.18,Sep-02,24.0,10,16495,29.0,30,w,0.0,0.0,27922.321480000002,27922.32,27000.0,922.32,Apr-19,26744.26,,Jan-19,Individual,366411,2,3.0,82668,51.0,1,7575,30.0,56800,2,36641.0,35802.0,28.8,162.0,196,24,3,24.0,16.0,24.0,3,4,4,13,8,6,18,4,10,1,93.3,460731,99540,50300,88599
107950,107950,107950,4000,4000,4000, 36 months,12.98,134.74,6,8.0,6,100000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,OH,0.8,May-04,,2,2571,36.7,10,w,0.0,0.0,4065.7530049999996,4065.75,4000.0,65.75,Mar-19,24.89,,Mar-19,Individual,2571,0,8.0,0,,1,944,37.0,7000,2,1286.0,2056.0,31.5,8.0,176,2,2,2.0,2.0,,1,2,1,8,1,2,9,2,2,2,100.0,7000,2571,3000,0
108003,108003,108003,18300,18300,18300, 36 months,11.31,601.81,6,10.0,6,120000.0,Source Verified,Jan-19,Fully Paid,other,GA,25.86,Sep-97,,21,55830,68.4,36,w,0.0,0.0,18466.72675,18466.73,18300.0,166.73,Feb-19,18478.23,,Mar-19,Individual,444132,2,18.0,37791,50.0,2,11858,63.0,81600,4,21149.0,10389.0,77.8,126.0,256,18,18,18.0,18.0,,7,12,8,13,6,18,24,12,21,0,100.0,517209,93621,46700,75609
108020,108020,108020,3000,3000,3000, 36 months,16.91,106.83,5,2.0,5,44000.0,Not Verified,Jan-19,Fully Paid,credit_card,IN,25.45,Mar-08,65.0,9,6638,20.2,37,f,0.0,0.0,3048.433624,3048.43,3000.0,48.43,Feb-19,1551.25,,Apr-19,Individual,33123,2,7.0,26485,87.0,5,3039,52.0,32800,8,3680.0,22663.0,21.9,119.0,129,1,1,1.0,2.0,,4,5,4,9,13,7,24,5,9,6,97.3,63204,33123,29000,30404
108024,108024,108024,40000,40000,40000, 36 months,11.31,1315.43,6,10.0,6,90000.0,Verified,Jan-19,Fully Paid,debt_consolidation,TN,19.09,Sep-01,34.0,16,7164,12.2,39,w,0.0,0.0,41382.77222,41382.77,40000.0,1382.77,Apr-19,38777.04,,May-19,Individual,276384,3,8.0,39626,86.0,4,2676,45.0,58500,10,18426.0,38820.0,14.1,87.0,207,6,6,6.0,2.0,34.0,4,6,5,9,7,12,24,6,16,7,92.3,344159,46790,45200,46089
108049,108049,108049,10000,10000,10000, 36 months,15.02,346.76,5,1.0,4,27500.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,OR,6.2,Jun-11,,6,4252,40.1,9,f,0.0,0.0,10058.41556,10058.42,10000.0,58.42,Jan-19,10066.76,,Jan-19,Individual,4252,0,,0,,2,1952,40.0,10600,2,709.0,1798.0,64.0,,91,11,11,13.0,5.0,,2,3,2,3,0,6,9,3,6,1,100.0,10600,4252,5000,0
108060,108060,108060,2000,2000,1975, 36 months,14.47,68.82,5,10.0,5,90000.0,Source Verified,Jan-19,Fully Paid,debt_consolidation,NY,17.25,Apr-04,64.0,8,25787,66.0,14,f,0.0,0.0,2072.113683,2046.21,2000.0,72.11,Apr-19,1936.08,,Apr-19,Individual,113783,3,11.0,87996,88.0,1,12389,77.0,39100,2,14223.0,4274.0,85.2,54.0,177,23,11,23.0,6.0,,3,5,3,5,5,5,8,5,8,1,92.9,129649,113783,28900,90549
108064,108064,108064,24000,24000,24000, 36 months,15.02,832.21,5,2.0,5,70000.0,Not Verified,Jan-19,Fully Paid,credit_card,WA,17.54,Jan-03,42.0,14,14709,47.4,16,w,0.0,0.0,24875.75176,24875.75,24000.0,875.75,Apr-19,23291.44,,Apr-19,Individual,58306,9,7.0,43597,95.0,3,12389,76.0,31000,4,4485.0,12791.0,53.5,66.0,192,8,7,8.0,7.0,42.0,2,2,4,5,9,5,7,2,14,2,87.5,76827,58306,27500,45827
108066,108066,108066,26000,26000,26000, 36 months,10.72,847.77,6,10.0,5,83000.0,Source Verified,Jan-19,Charged Off,debt_consolidation,CA,18.43,Feb-11,,6,0,0.0,12,w,24763.49,24763.49,1843.61,1843.61,1236.51,597.1,May-19,10.0,Jun-19,May-19,Individual,37458,1,11.0,13007,54.0,0,0,59.0,14300,1,6243.0,14300.0,0.0,95.0,89,47,11,84.0,11.0,,0,0,4,5,4,4,6,0,6,1,100.0,64008,37458,14300,24000
108095,108095,108095,10000,10000,10000, 36 months,7.56,311.34,7,1.0,4,80000.0,Not Verified,Jan-19,Fully Paid,moving,NY,12.89,Sep-08,,6,4862,12.8,26,w,0.0,0.0,10169.20382,10169.2,10000.0,169.2,Apr-19,7062.15,,Apr-19,Individual,36151,2,9.0,31289,76.0,0,4862,46.0,38100,3,6025.0,31638.0,13.3,113.0,124,81,9,86.0,9.0,,1,1,3,6,19,4,7,1,6,1,100.0,79516,36151,36500,41416
108100,108100,108100,5000,5000,5000, 36 months,8.81,158.56,7,,5,62500.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,GA,1.42,Nov-08,,3,840,14.5,6,w,0.0,0.0,5007.338889,5007.34,5000.0,7.34,Jan-19,5009.79,,Jan-19,Individual,840,0,109.0,0,,3,745,15.0,5800,3,280.0,4026.0,16.1,109.0,122,10,10,13.0,13.0,,2,3,2,2,1,3,5,3,3,1,100.0,5800,840,4800,0
108124,108124,108124,22200,22200,22200, 36 months,18.94,813.1,4,1.0,6,265000.0,Not Verified,Jan-19,Charged Off,other,CA,37.0,Mar-00,,27,128825,66.6,45,w,22200.0,22200.0,0.0,0.0,0.0,0.0,,0.0,Jun-19,May-19,Individual,850140,5,6.0,75913,61.0,0,33738,65.0,193500,4,31487.0,36604.0,75.6,150.0,225,26,6,26.0,6.0,,12,16,15,23,12,21,32,16,27,1,100.0,1041365,204738,149800,146213
108127,108127,108127,5600,5600,5600, 36 months,16.91,199.41,5,1.0,5,55000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,NY,19.99,Jul-07,,15,5636,22.7,24,w,0.0,0.0,5740.57329,5740.57,5600.0,140.57,Feb-19,5745.83,,May-19,Individual,94250,7,2.0,88614,106.0,1,4329,87.0,24800,10,6283.0,14331.0,23.8,71.0,138,18,2,18.0,6.0,,2,3,5,7,13,8,11,3,15,6,100.0,108054,94250,18800,83254
108134,108134,108134,25000,25000,25000, 36 months,26.31,1011.4,3,10.0,6,65000.0,Verified,Jan-19,Fully Paid,credit_card,CA,9.93,May-08,,8,21856,74.1,21,f,0.0,0.0,26313.346540000002,26313.35,25000.0,1313.35,Mar-19,25338.49,,Mar-19,Individual,315640,0,81.0,0,,2,7694,74.0,29500,2,39455.0,6644.0,76.7,127.0,110,13,13,13.0,5.0,,4,4,6,11,4,7,14,4,8,0,100.0,335500,21856,28500,0
108142,108142,108142,10500,10500,10500, 60 months,11.8,232.51,6,4.0,6,59000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,PA,22.29,Sep-02,,14,3600,8.6,42,w,0.0,0.0,10785.61828,10785.62,10500.0,285.62,Mar-19,10559.99,,Mar-19,Individual,150544,3,10.0,55975,71.0,2,3600,49.0,42000,5,11580.0,25100.0,12.5,196.0,147,6,6,6.0,6.0,,1,1,6,14,13,9,26,1,14,2,100.0,217078,59575,28700,78854
108153,108153,108153,15000,15000,15000, 60 months,11.8,332.16,6,10.0,6,112000.0,Verified,Jan-19,Fully Paid,debt_consolidation,FL,24.51,Jul-02,24.0,7,14801,64.9,26,w,0.0,0.0,15215.24051,15215.24,15000.0,215.24,Mar-19,87.41,,May-19,Individual,215099,3,12.0,59229,81.0,0,13387,75.0,22800,2,30728.0,7999.0,64.9,162.0,198,35,12,56.0,12.0,24.0,2,2,3,8,11,3,12,2,7,1,84.6,281513,74030,22800,82713
108179,108179,108179,7500,7500,7500, 36 months,16.91,267.06,5,6.0,6,60000.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,MI,35.2,Jul-03,,10,7209,66.1,14,w,0.0,0.0,7856.129069,7856.13,7500.0,356.13,Mar-19,7374.85,,Apr-19,Individual,83164,2,5.0,75955,,1,1582,66.0,10900,4,9240.0,2244.0,59.9,58.0,186,20,5,20.0,5.0,,3,5,4,5,4,8,10,5,9,2,100.0,91737,83164,5600,80837
108211,108211,108211,15000,15000,15000, 36 months,15.02,520.13,5,,6,70700.0,Not Verified,Jan-19,Fully Paid,home_improvement,AK,5.33,Sep-05,46.0,8,18808,52.0,79,w,0.0,0.0,15131.421669999998,15131.42,15000.0,131.42,Feb-19,15143.94,,Jan-19,Individual,134281,0,10.0,0,,7,605,52.0,36200,12,19183.0,2395.0,20.2,144.0,160,2,2,23.0,11.0,46.0,1,4,1,10,35,7,41,4,8,4,98.7,161523,18808,3000,0
108253,108253,108253,11000,11000,11000, 60 months,10.33,235.51,6,10.0,6,112000.0,Not Verified,Jan-19,Fully Paid,home_improvement,CA,11.16,Feb-94,50.0,7,3922,21.7,18,w,0.0,0.0,11093.52769,11093.53,11000.0,93.53,Apr-19,1128.82,,May-19,Individual,342934,2,6.0,50668,85.0,1,1742,70.0,18100,5,48991.0,11148.0,23.1,207.0,299,24,6,24.0,6.0,51.0,2,4,2,5,7,4,9,4,7,3,77.8,368598,54590,14500,59988
108334,108334,108334,5000,5000,5000, 36 months,7.02,154.44,7,4.0,5,3328000.0,Source Verified,Jan-19,Fully Paid,credit_card,NH,0.18,Jun-06,48.0,16,6193,54.3,42,w,0.0,0.0,5027.4260189999995,5027.43,5000.0,27.43,Feb-19,5029.38,,Feb-19,Individual,41224,13,49.0,35031,80.0,2,5183,75.0,11400,2,2577.0,4707.0,56.8,113.0,151,18,18,18.0,18.0,48.0,2,2,2,3,36,3,6,2,16,0,97.6,54985,41224,10900,43585
108359,108359,108359,9500,9500,9500, 36 months,10.72,309.76,6,2.0,6,108000.0,Not Verified,Jan-19,Fully Paid,credit_card,LA,18.34,Aug-00,,5,0,0.0,16,w,0.0,0.0,9503.533889,9503.53,9500.0,3.53,Jan-19,9509.19,,Jan-19,Individual,64053,3,2.0,50192,76.0,0,0,0.0,2500,2,12810.0,2500.0,0.0,221.0,216,44,2,216.0,3.0,,1,1,1,1,10,1,3,0,5,1,100.0,82445,64053,2500,66084
108366,108366,108366,5000,5000,5000, 36 months,19.92,185.62,4,10.0,6,94000.0,Verified,Jan-19,Fully Paid,credit_card,IL,13.48,Jun-09,,11,14281,82.5,19,w,0.0,0.0,5300.5746229999995,5300.57,5000.0,300.57,Apr-19,4934.86,,Apr-19,Individual,187862,3,3.0,17273,86.0,2,4478,80.0,17300,5,17078.0,1352.0,78.2,90.0,115,13,3,13.0,3.0,,3,6,3,5,8,6,9,6,11,2,100.0,207270,34704,6200,20000
108422,108422,108422,10000,10000,10000, 36 months,11.8,331.19,6,1.0,5,45000.0,Not Verified,Jan-19,Fully Paid,credit_card,CA,27.25,Jan-12,,14,4953,21.6,16,w,0.0,0.0,10015.41703,10015.42,10000.0,15.42,Jan-19,10021.98,,May-19,Individual,46759,2,8.0,41806,84.0,6,2129,36.0,22900,9,3340.0,2006.0,58.2,84.0,32,4,4,20.0,8.0,,2,4,3,3,4,12,12,4,14,3,100.0,67968,46759,4800,45068
108432,108432,108432,7000,7000,7000, 36 months,7.02,216.21,7,10.0,4,80000.0,Not Verified,Jan-19,Fully Paid,home_improvement,MO,17.66,Jun-89,,14,2274,12.8,29,w,0.0,0.0,7036.855,7036.85,7000.0,36.85,Feb-19,7039.59,,Feb-19,Individual,16511,1,14.0,14237,73.0,3,1593,44.0,17800,4,1179.0,2607.0,37.9,177.0,355,8,8,39.0,14.0,,1,6,1,2,8,13,21,6,14,1,96.6,37300,16511,4200,19500
108449,108449,108449,12500,12500,12500, 36 months,11.8,413.99,6,1.0,5,31200.0,Verified,Jan-19,Fully Paid,debt_consolidation,MA,0.96,Aug-10,68.0,3,38,1.7,6,w,0.0,0.0,12663.293959999999,12663.29,12500.0,163.29,Feb-19,12671.48,,Feb-19,Individual,38,0,43.0,0,,1,38,2.0,2200,1,13.0,2162.0,1.7,43.0,100,13,13,13.0,1.0,68.0,1,1,3,4,1,3,5,1,3,0,66.7,2200,38,2200,0
108524,108524,108524,12000,12000,12000, 36 months,10.33,389.07,6,,6,90000.0,Not Verified,Jan-19,Charged Off,debt_consolidation,AR,37.72,May-76,,16,28132,63.9,40,w,11426.0,11426.0,771.25,771.25,574.0,197.25,Mar-19,389.07,Jun-19,May-19,Individual,206189,6,28.0,57843,30.0,2,9605,42.0,44000,2,12887.0,8056.0,73.3,174.0,512,19,19,19.0,2.0,,3,6,6,10,19,9,17,6,16,0,100.0,297572,85975,30200,127422
108528,108528,108528,8800,8800,8800, 36 months,6.46,269.56,7,2.0,5,57000.0,Not Verified,Jan-19,Fully Paid,credit_card,NC,5.6,Apr-07,39.0,6,7636,56.6,21,w,0.0,0.0,8841.055111,8841.06,8800.0,41.06,Feb-19,4444.22,,Feb-19,Individual,7636,0,50.0,0,,2,3569,57.0,13500,2,1273.0,898.0,89.3,126.0,140,18,18,18.0,19.0,39.0,3,4,3,7,8,6,13,4,6,0,71.4,13500,7636,8400,0
108544,108544,108544,15000,15000,15000, 36 months,19.92,556.85,4,3.0,5,57500.0,Not Verified,Jan-19,Fully Paid,debt_consolidation,NY,32.94,Jul-11,,10,14601,88.0,14,w,0.0,0.0,15403.122780000005,15403.12,15000.0,403.12,Feb-19,15419.72,,May-19,Individual,33849,2,34.0,19248,4.0,2,5381,63.0,16600,2,3385.0,828.0,93.2,90.0,85,4,4,16.0,1.0,,6,7,6,7,5,8,9,7,10,1,100.0,59491,33849,12100,42891
108560,108560,108560,40000,40000,40000, 36 months,7.02,1235.45,7,10.0,6,110000.0,Source Verified,Jan-19,Fully Paid,major_purchase,CA,6.93,Aug-88,,10,8216,26.2,22,w,0.0,0.0,40062.4,40062.4,40000.0,62.4,Jan-19,40078.0,,Jan-19,Individual,21949,1,25.0,13733,64.0,1,4100,42.0,31300,1,2195.0,18206.0,30.2,60.0,365,19,19,19.0,,,5,7,6,7,5,9,13,7,10,0,100.0,52622,21949,26100,21322
