loan_status,int_rate,purpose,addr_state,funded_amnt,installment,emp_length,annual_inc,last_pymnt_amnt,num_actv_rev_tl,num_sats,avg_cur_bal
Late (16-30 days),23.40%,debt_consolidation,MO,6900,268.54,3 years,40000.0,268.54,3,6,9595.0
Fully Paid,15.02%,debt_consolidation,PA,7000,242.73,,10000.0,7015.65,3,4,115.0
Fully Paid,19.92%,other,CA,2000,74.25,10+ years,122000.0,2026.56,18,22,16711.0
Late (31-120 days),19.92%,major_purchase,UT,1000,37.13,2 years,30000.0,37.13,4,6,34386.0
Late (31-120 days),7.56%,credit_card,CA,35000,1089.69,< 1 year,149925.0,1097.04,4,10,953.0
Fully Paid,11.80%,debt_consolidation,TX,5500,182.16,1 year,107000.0,5467.71,8,13,3483.0
Fully Paid,10.33%,home_improvement,OH,18100,387.52,,77940.0,18127.53,7,44,7796.0
Late (16-30 days),19.92%,debt_consolidation,GA,30000,793.49,10+ years,92000.0,793.49,6,13,11517.0
Fully Paid,18.94%,debt_consolidation,FL,20000,732.52,10+ years,50000.0,19.71,5,9,2207.0
Late (31-120 days),11.31%,other,CA,4800,157.86,10+ years,60000.0,78.93,6,12,14018.0
Fully Paid,11.80%,debt_consolidation,CA,22000,487.16,10+ years,172000.0,22137.01,7,17,24665.0
Fully Paid,25.34%,debt_consolidation,VA,13200,527.21,10+ years,80000.0,13478.74,3,13,22306.0
Late (31-120 days),16.14%,debt_consolidation,FL,35000,1232.92,5 years,343000.0,0.0,7,12,9773.0
Fully Paid,13.56%,debt_consolidation,CA,10000,339.65,10+ years,37500.0,9959.28,6,11,1299.0
Fully Paid,8.19%,credit_card,OK,8000,251.4,10+ years,49950.0,7885.87,12,21,1938.0
Fully Paid,16.91%,home_improvement,NY,10000,356.08,10+ years,54000.0,10025.46,8,9,1376.0
Late (31-120 days),16.91%,other,OK,15000,372.07,< 1 year,45000.0,0.0,4,9,832.0
Fully Paid,7.02%,debt_consolidation,CA,15600,481.83,< 1 year,70000.0,15402.42,5,23,2278.0
Late (31-120 days),16.14%,credit_card,CA,5000,176.14,8 years,33000.0,176.14,6,6,713.0
Fully Paid,11.80%,debt_consolidation,GA,12000,397.43,6 years,52000.0,12020.85,5,25,5118.0
Fully Paid,11.80%,home_improvement,FL,24000,531.45,4 years,140000.0,24157.33,4,14,25266.0
Fully Paid,8.81%,other,FL,5000,158.56,4 years,90000.0,5070.37,5,14,25691.0
Fully Paid,7.02%,debt_consolidation,OH,10000,308.87,10+ years,55000.0,9854.82,2,4,39542.0
Fully Paid,18.94%,credit_card,TX,30000,1098.78,1 year,130000.0,30505.59,10,19,8069.0
Fully Paid,25.34%,debt_consolidation,PA,20000,591.02,10+ years,127000.0,20351.94,11,15,24162.0
In Grace Period,16.91%,credit_card,FL,20000,712.16,5 years,55000.0,712.16,15,22,8415.0
Fully Paid,13.56%,home_improvement,AZ,13000,299.53,10+ years,43500.0,12706.56,10,17,725.0
Fully Paid,12.98%,debt_consolidation,NH,4000,134.74,< 1 year,32000.0,3960.44,1,8,2481.0
Fully Paid,6.46%,credit_card,NY,4000,122.53,3 years,52000.0,1517.88,2,18,2064.0
Late (16-30 days),18.94%,home_improvement,FL,26825,982.49,10+ years,125000.0,982.49,10,16,11050.0
Fully Paid,10.72%,debt_consolidation,CA,35075,757.73,10+ years,70000.0,35646.14,3,12,53733.0
Late (31-120 days),13.56%,debt_consolidation,MT,30000,691.23,< 1 year,80000.0,691.23,6,16,4003.0
Fully Paid,16.14%,debt_consolidation,UT,25000,880.66,,24000.0,25060.08,6,8,6329.0
Fully Paid,10.72%,debt_consolidation,CA,3000,97.82,10+ years,216587.0,3041.63,7,11,33172.0
Fully Paid,14.47%,other,FL,1500,51.61,10+ years,30000.0,1504.56,3,6,4087.0
Late (16-30 days),11.80%,debt_consolidation,WA,21000,465.02,3 years,53026.0,465.02,1,7,9534.0
Fully Paid,7.02%,credit_card,VA,12000,370.64,10+ years,120000.0,11511.63,7,20,2482.0
Fully Paid,7.02%,home_improvement,FL,5000,154.44,9 years,27000.0,4781.18,1,3,293.0
Fully Paid,6.46%,car,PA,10000,306.31,2 years,150000.0,9811.92,2,14,19482.0
Fully Paid,11.80%,credit_card,NY,6000,198.72,< 1 year,280000.0,5931.03,2,10,120576.0
Fully Paid,11.80%,debt_consolidation,WY,25000,553.59,10+ years,80000.0,25042.45,3,14,20058.0
Fully Paid,7.02%,car,WI,30000,926.59,5 years,120000.0,30146.25,1,12,4115.0
Fully Paid,16.14%,home_improvement,CA,2000,70.46,10+ years,175000.0,1983.61,3,10,9257.0
Fully Paid,12.98%,debt_consolidation,MD,2000,67.37,6 years,42000.0,2033.61,4,10,4061.0
Fully Paid,11.31%,credit_card,IL,24000,525.54,1 year,100000.0,52.12,5,9,11577.0
Late (31-120 days),14.47%,debt_consolidation,TX,21825,513.17,,45000.0,513.17,5,8,31009.0
Fully Paid,11.80%,other,OR,11000,364.31,6 years,84897.0,11068.51,4,21,15762.0
Fully Paid,18.94%,debt_consolidation,TX,5000,183.13,,27700.0,5039.46,4,6,3921.0
Fully Paid,12.98%,house,TX,7000,235.8,2 years,75000.0,6933.16,4,8,12342.0
Fully Paid,16.14%,home_improvement,MS,10000,243.93,1 year,36000.0,10139.01,3,11,13166.0
Fully Paid,23.40%,other,WV,2400,93.41,< 1 year,55000.0,2409.77,2,30,4094.0
Fully Paid,12.98%,credit_card,CA,10000,336.85,10+ years,107000.0,10019.11,6,17,769.0
Fully Paid,17.97%,debt_consolidation,PA,6600,238.51,10+ years,66000.0,6685.66,4,7,11307.0
Fully Paid,19.92%,debt_consolidation,NY,15000,556.85,10+ years,139000.0,15182.6,26,63,788.0
Fully Paid,10.72%,debt_consolidation,IN,8000,260.86,10+ years,45000.0,6966.89,2,7,18560.0
Fully Paid,19.92%,car,OK,1500,55.69,,75000.0,1537.09,4,8,3965.0
Fully Paid,13.56%,home_improvement,TX,12000,407.58,10+ years,62800.0,12028.75,2,12,8447.0
Fully Paid,6.46%,credit_card,IL,6000,183.79,10+ years,150000.0,5910.66,10,32,19271.0
Fully Paid,6.46%,credit_card,TX,4300,131.72,7 years,85000.0,4316.98,2,7,44508.0
Fully Paid,11.80%,credit_card,IL,30000,993.57,1 year,120000.0,29777.02,9,14,11801.0
Late (31-120 days),11.31%,debt_consolidation,CA,12000,394.63,10+ years,87000.0,446.7,2,4,1151.0
Fully Paid,11.80%,credit_card,TX,40000,1324.76,4 years,200000.0,36.55,10,19,19163.0
Fully Paid,10.72%,debt_consolidation,NY,20000,652.13,10+ years,500000.0,20312.4,2,6,17792.0
Fully Paid,14.47%,debt_consolidation,GA,33750,1161.22,< 1 year,67500.0,950.78,5,13,4041.0
Fully Paid,27.27%,debt_consolidation,GA,27000,828.82,10+ years,86000.0,4151.44,2,6,8235.0
Fully Paid,27.27%,debt_consolidation,CA,15000,460.46,5 years,480000.0,15337.35,7,21,37398.0
Fully Paid,16.91%,credit_card,NC,12000,297.66,3 years,38000.0,12082.85,9,12,2875.0
Fully Paid,16.91%,debt_consolidation,TX,4000,142.44,10+ years,75000.0,3987.05,1,5,24537.0
Fully Paid,13.56%,debt_consolidation,FL,13000,441.54,10+ years,43000.0,13233.04,7,10,2403.0
Fully Paid,10.72%,home_improvement,NC,5000,163.04,10+ years,189000.0,4833.76,4,14,12329.0
Late (16-30 days),8.81%,home_improvement,CA,4000,126.85,,45000.0,126.85,7,13,7149.0
Fully Paid,7.56%,other,OH,5000,155.67,6 years,50000.0,4659.0,4,22,2552.0
Fully Paid,19.92%,debt_consolidation,NC,12800,338.56,5 years,59268.0,13082.61,3,20,4029.0
Fully Paid,11.31%,debt_consolidation,CA,11000,361.75,< 1 year,45600.0,10650.83,5,11,3051.0
Fully Paid,16.14%,credit_card,NY,10000,352.27,6 years,50000.0,10023.22,3,9,6229.0
Fully Paid,8.81%,other,CA,2000,63.43,< 1 year,125000.0,0.98,3,24,4053.0
Fully Paid,8.81%,debt_consolidation,CA,15000,475.68,10+ years,80000.0,14438.95,8,19,23604.0
Late (31-120 days),14.47%,vacation,OH,4000,137.63,,31476.0,137.63,5,11,2636.0
Fully Paid,8.19%,credit_card,CO,15000,471.37,,43000.0,13995.58,7,18,9094.0
Fully Paid,12.98%,debt_consolidation,IL,4500,151.58,4 years,64000.0,4508.21,2,11,13516.0
Fully Paid,8.81%,credit_card,OR,20000,634.23,1 year,40000.0,18671.89,1,13,16791.0
Fully Paid,13.56%,other,TX,8000,271.72,6 years,100000.0,7973.18,11,17,3676.0
Late (31-120 days),15.02%,debt_consolidation,NJ,25925,617.03,4 years,62531.0,0.0,4,4,684.0
Fully Paid,7.02%,major_purchase,TN,25000,772.16,8 years,300000.0,24627.8,7,23,13947.0
Late (16-30 days),17.97%,credit_card,GA,16000,578.2,8 years,90000.0,578.2,13,18,24940.0
Fully Paid,25.34%,debt_consolidation,MD,14400,575.14,10+ years,43000.0,14622.99,7,13,24836.0
Late (16-30 days),18.94%,debt_consolidation,GA,35000,906.77,10+ years,150000.0,906.77,5,18,15752.0
Fully Paid,18.94%,other,NV,10000,366.26,10+ years,35000.0,10027.25,4,13,21888.0
Fully Paid,7.56%,credit_card,WI,6000,186.81,5 years,84000.0,6042.71,1,7,64169.0
Fully Paid,14.47%,credit_card,MN,13000,305.67,6 years,138000.0,12893.87,5,13,41524.0
Late (31-120 days),16.14%,home_improvement,CA,35000,853.74,8 years,142640.0,20.0,7,9,550.0
Fully Paid,13.56%,debt_consolidation,CA,8800,298.89,10+ years,150000.0,8951.27,5,10,40016.0
Fully Paid,20.89%,credit_card,FL,10000,269.92,1 year,125000.0,9904.32,19,32,1814.0
Fully Paid,18.94%,other,WY,15000,388.62,4 years,43157.0,15173.59,2,6,3577.0
Fully Paid,8.19%,medical,RI,2650,83.28,10+ years,40000.0,2551.43,7,18,10392.0
Fully Paid,22.35%,debt_consolidation,TX,17000,472.92,10+ years,37000.0,17188.49,3,11,15549.0
Late (16-30 days),13.56%,other,MN,11200,258.06,10+ years,60000.0,273.06,2,5,94048.0
Fully Paid,12.98%,credit_card,PA,14000,318.4,10+ years,220000.0,14040.38,6,23,11414.0
Late (16-30 days),19.92%,major_purchase,FL,25675,679.09,,20000.0,679.09,1,9,843.0
In Grace Period,11.80%,debt_consolidation,OH,35000,1159.17,6 years,82500.0,1159.17,5,8,1625.0
Late (31-120 days),23.40%,debt_consolidation,FL,1000,38.92,2 years,70000.0,38.92,0,2,16974.0
Fully Paid,10.72%,debt_consolidation,AZ,19000,410.46,2 years,81250.0,18488.6,2,8,9125.0
Fully Paid,24.37%,vacation,FL,15000,434.75,10+ years,82862.0,248.58,3,5,1303.0
Fully Paid,23.40%,other,AR,1000,38.92,10+ years,35500.0,16.86,0,1,3497.0
Fully Paid,10.33%,major_purchase,AZ,40000,856.4,10+ years,140000.0,40059.11,0,7,32662.0
Fully Paid,7.02%,vacation,HI,2000,61.78,10+ years,60000.0,1863.79,1,6,59001.0
Fully Paid,10.33%,credit_card,CT,36000,1167.21,10+ years,130000.0,34841.47,8,12,18625.0
In Grace Period,16.14%,debt_consolidation,CA,35000,1232.92,< 1 year,180000.0,1232.92,5,8,5593.0
Fully Paid,11.31%,debt_consolidation,FL,15000,493.29,6 years,38000.0,15024.41,13,18,1537.0
Fully Paid,6.46%,credit_card,CA,20000,612.62,,30000.0,1001.3,4,12,37990.0
Fully Paid,7.02%,credit_card,FL,25000,772.16,5 years,86000.0,15879.57,6,22,6612.0
Late (31-120 days),17.97%,debt_consolidation,TX,7000,252.97,7 years,65000.0,412.97,3,5,3250.0
Fully Paid,13.56%,debt_consolidation,IL,30000,691.23,4 years,80000.0,30206.11,4,10,7093.0
Late (31-120 days),16.91%,credit_card,GA,14500,516.32,5 years,235000.0,516.32,5,17,2743.0
Fully Paid,6.46%,debt_consolidation,AZ,6000,183.79,3 years,85000.0,6033.47,1,4,72798.0
Fully Paid,11.80%,debt_consolidation,FL,18000,398.59,10+ years,62000.0,18194.48,4,7,31066.0
Fully Paid,14.47%,debt_consolidation,OH,10000,344.07,10+ years,320000.0,9684.23,17,28,8147.0
Late (31-120 days),12.98%,debt_consolidation,NY,8000,269.48,< 1 year,35000.0,0.0,0,3,0.0
Fully Paid,12.98%,debt_consolidation,OH,25000,842.11,< 1 year,75000.0,24108.41,3,6,42453.0
Fully Paid,18.94%,major_purchase,IL,36000,932.68,10+ years,72000.0,36189.0,1,3,44467.0
Fully Paid,20.89%,debt_consolidation,NV,12000,451.43,,80000.0,11809.1,2,3,3433.0
Fully Paid,16.14%,debt_consolidation,NC,20000,704.53,10+ years,35000.0,19556.12,8,12,10754.0
Fully Paid,11.80%,other,NC,3025,100.19,,56594.0,3052.76,17,31,2089.0
Charged Off,20.89%,debt_consolidation,NY,26800,723.38,8 years,175000.0,0.0,11,14,29627.0
Fully Paid,14.47%,home_improvement,IL,16000,376.21,10+ years,100000.0,15863.18,2,9,45505.0
Fully Paid,16.14%,car,FL,26000,634.21,10+ years,130000.0,26546.59,3,7,44009.0
Fully Paid,13.56%,debt_consolidation,TN,13000,441.54,< 1 year,41600.0,12574.95,3,6,25560.0
Fully Paid,16.91%,debt_consolidation,CA,35000,1246.28,10+ years,151000.0,16569.09,5,14,42822.0
Late (31-120 days),19.92%,debt_consolidation,CA,15000,556.85,< 1 year,97000.0,556.85,1,3,16.0
Fully Paid,10.33%,credit_card,NC,10000,324.23,3 years,200000.0,10071.74,3,11,11633.0
Fully Paid,15.02%,debt_consolidation,CT,4400,152.58,10+ years,70000.0,4503.54,8,15,1037.0
Fully Paid,11.80%,credit_card,CA,10000,331.19,6 years,130000.0,9385.93,7,14,44366.0
Fully Paid,8.19%,debt_consolidation,CA,30000,611.03,10+ years,108000.0,29981.6,3,7,66631.0
Fully Paid,7.02%,house,NJ,32000,988.36,10+ years,275000.0,29794.76,8,20,21178.0
In Grace Period,12.98%,credit_card,NY,16000,538.95,2 years,80000.0,538.95,5,6,3442.0
Fully Paid,8.19%,home_improvement,MA,37000,753.6,6 years,200000.0,37335.67,2,14,41028.0
Fully Paid,16.14%,debt_consolidation,VA,15350,374.43,,58000.0,15567.94,5,7,4563.0
Fully Paid,8.81%,home_improvement,OR,16000,507.39,3 years,103000.0,16020.28,4,15,22581.0
Fully Paid,14.47%,credit_card,IL,16000,550.51,10+ years,43000.0,15638.49,2,4,17191.0
Late (16-30 days),24.37%,debt_consolidation,UT,13000,376.79,1 year,37440.0,376.79,4,6,5162.0
Fully Paid,11.31%,moving,TX,4000,131.55,1 year,62000.0,4061.02,6,19,3740.0
Fully Paid,8.81%,credit_card,MA,24000,761.08,3 years,125000.0,23110.41,10,14,17673.0
Fully Paid,26.31%,vacation,MD,1000,40.46,10+ years,119000.0,20.46,4,11,28832.0
Fully Paid,7.56%,other,NY,11000,342.48,2 years,85000.0,10851.47,4,22,16702.0
Fully Paid,8.19%,debt_consolidation,MD,3000,94.28,,72000.0,2885.25,1,3,101473.0
Late (16-30 days),20.89%,other,TX,5000,188.1,,24000.0,188.1,7,11,1767.0
Fully Paid,10.33%,debt_consolidation,NY,12000,389.07,5 years,60000.0,5393.02,2,10,3140.0
Fully Paid,18.94%,debt_consolidation,MN,6000,219.76,< 1 year,68400.0,6028.14,4,8,31486.0
Fully Paid,6.46%,debt_consolidation,HI,20000,612.62,7 years,55000.0,18611.9,6,9,3407.0
Late (31-120 days),20.89%,debt_consolidation,TN,1600,60.19,5 years,42000.0,60.19,4,12,9096.0
Charged Off,15.02%,credit_card,AL,23350,809.67,9 years,180000.0,0.0,2,8,33010.0
Fully Paid,11.31%,debt_consolidation,FL,10000,328.86,1 year,28000.0,9896.35,4,6,3155.0
Fully Paid,23.40%,credit_card,CA,6525,253.95,8 years,130000.0,6596.4,8,15,33983.0
Fully Paid,8.19%,debt_consolidation,NC,40000,1256.97,10+ years,182000.0,14133.09,4,11,45823.0
Fully Paid,16.91%,debt_consolidation,AZ,9600,341.84,10+ years,45000.0,8778.2,2,8,12180.0
Fully Paid,24.37%,debt_consolidation,TN,28000,811.53,2 years,75000.0,28139.5,5,10,32587.0
Fully Paid,7.56%,car,MT,4500,140.11,10+ years,77293.0,666.43,10,23,13059.0
Late (16-30 days),16.14%,debt_consolidation,FL,15000,528.4,10+ years,60000.0,528.4,7,17,20501.0
Fully Paid,15.02%,debt_consolidation,IL,9800,339.82,,35000.0,9484.06,7,11,3023.0
Fully Paid,11.31%,debt_consolidation,AZ,7250,238.43,10+ years,54500.0,7369.49,7,11,18376.0
Fully Paid,19.92%,debt_consolidation,TX,25000,928.08,5 years,45000.0,25071.66,4,5,8039.0
Fully Paid,10.33%,debt_consolidation,MD,40000,1296.9,< 1 year,31200.0,40059.68,2,8,67490.0
Fully Paid,18.94%,debt_consolidation,FL,5000,183.13,5 years,70000.0,3123.35,2,7,5570.0
Fully Paid,6.46%,credit_card,NC,4000,122.53,< 1 year,76222.0,4005.02,2,5,3156.0
Fully Paid,10.72%,other,TX,7500,244.55,9 years,137000.0,7590.99,10,15,16207.0
Fully Paid,20.89%,debt_consolidation,CA,14000,377.89,3 years,68000.0,12333.09,5,12,1306.0
Fully Paid,19.92%,debt_consolidation,OH,3900,144.78,5 years,75000.0,3806.72,5,14,13130.0
Fully Paid,11.80%,credit_card,AK,9000,298.07,3 years,95000.0,8377.08,2,8,37503.0
Late (16-30 days),16.14%,debt_consolidation,CO,15000,365.89,< 1 year,86000.0,365.89,7,12,7155.0
Fully Paid,13.56%,home_improvement,KY,5000,169.83,,30000.0,46.73,3,9,12591.0
Fully Paid,23.40%,debt_consolidation,TX,3500,136.22,1 year,41000.0,3606.44,3,3,1278.0
Fully Paid,26.31%,credit_card,GA,25000,1011.4,6 years,104000.0,25785.65,6,17,8007.0
Fully Paid,11.80%,other,FL,5000,165.6,< 1 year,100000.0,0.04,12,16,3997.0
Late (16-30 days),23.40%,debt_consolidation,RI,2500,97.3,5 years,107000.0,57.3,3,20,19224.0
Fully Paid,16.91%,credit_card,MN,1500,53.42,3 years,0.0,1455.86,2,3,5454.0
Fully Paid,7.02%,debt_consolidation,NJ,20000,617.73,< 1 year,50000.0,14.42,12,28,1790.0
Fully Paid,10.72%,credit_card,CA,10000,216.04,,58000.0,10026.8,2,6,1065.0
Late (31-120 days),18.94%,major_purchase,NV,16000,414.53,< 1 year,80000.0,0.0,5,10,1387.0
Late (16-30 days),11.31%,debt_consolidation,NE,40000,1315.43,10+ years,100000.0,1315.43,10,14,19159.0
Late (16-30 days),24.37%,debt_consolidation,FL,18200,717.58,10+ years,29000.0,717.58,0,9,4785.0
Fully Paid,8.19%,debt_consolidation,NY,7000,219.97,1 year,60000.0,6304.53,4,4,1736.0
Fully Paid,8.81%,other,VA,6000,190.27,8 years,129869.0,6072.7,8,24,3729.0
Fully Paid,8.19%,debt_consolidation,PA,15000,471.37,3 years,150000.0,14407.36,2,6,6006.0
Fully Paid,18.94%,debt_consolidation,FL,20500,531.11,6 years,65000.0,20697.58,14,28,7861.0
Fully Paid,10.33%,debt_consolidation,MI,36000,770.76,10+ years,125000.0,34971.94,6,13,18537.0
Fully Paid,8.19%,debt_consolidation,TN,14000,439.94,< 1 year,48000.0,14025.48,3,12,272.0
Fully Paid,25.34%,debt_consolidation,KY,14650,585.12,10+ years,58000.0,14704.03,0,5,38503.0
Fully Paid,7.56%,home_improvement,OR,7000,217.94,6 years,46800.0,6521.27,1,3,13217.0
Fully Paid,8.81%,debt_consolidation,VA,8800,279.07,1 year,90000.0,8843.07,5,6,3475.0
Fully Paid,11.80%,other,RI,4000,132.48,2 years,125000.0,3883.19,3,9,48734.0
Fully Paid,6.46%,debt_consolidation,FL,12000,367.57,8 years,69000.0,600.42,0,8,19179.0
Fully Paid,11.80%,debt_consolidation,TN,1600,53.0,3 years,36000.0,1586.6,4,10,3064.0
Fully Paid,10.72%,debt_consolidation,FL,19200,626.05,,0.0,19230.64,7,16,4333.0
Late (31-120 days),17.97%,debt_consolidation,CA,24000,867.3,10+ years,210000.0,867.3,4,9,3801.0
Late (16-30 days),17.97%,debt_consolidation,MN,12000,304.53,10+ years,56000.0,304.53,5,12,3820.0
Fully Paid,16.14%,debt_consolidation,ID,17500,616.46,10+ years,90000.0,17609.84,6,11,2460.0
Fully Paid,8.19%,home_improvement,MI,5500,172.84,10+ years,59000.0,5542.42,5,15,4735.0
Fully Paid,11.31%,major_purchase,TN,12000,394.63,4 years,40000.0,12083.04,3,12,2383.0
Late (16-30 days),13.56%,home_improvement,CA,25600,589.85,1 year,110000.0,589.85,2,11,59331.0
Late (16-30 days),13.56%,credit_card,WA,7000,237.76,< 1 year,59000.0,312.76,5,12,4950.0
Fully Paid,13.56%,debt_consolidation,FL,17000,577.4,10+ years,60000.0,16539.58,4,8,3943.0
Late (16-30 days),11.80%,medical,VT,15500,513.35,2 years,36000.0,513.35,2,2,20.0
Late (31-120 days),20.89%,debt_consolidation,MS,24000,647.8,10+ years,50000.0,647.8,4,5,4057.0
Fully Paid,16.14%,debt_consolidation,WY,25000,609.82,10+ years,120000.0,24810.53,15,19,19112.0
Fully Paid,13.56%,home_improvement,GA,12000,276.49,1 year,43000.0,8067.1,2,5,41900.0
Fully Paid,17.97%,debt_consolidation,FL,28000,710.56,10+ years,103000.0,28072.4,2,6,34596.0
Late (16-30 days),6.46%,debt_consolidation,FL,12850,393.61,,50208.0,393.61,3,16,27875.0
Fully Paid,27.27%,debt_consolidation,CA,15000,460.46,2 years,115000.0,293.06,5,7,6217.0
Fully Paid,11.31%,home_improvement,NY,9100,299.27,10+ years,165000.0,2154.92,2,10,65843.0
Fully Paid,11.31%,medical,NY,10000,328.86,10+ years,40000.0,10016.46,3,5,560.0
Fully Paid,17.97%,debt_consolidation,CA,18000,650.48,< 1 year,120000.0,17608.17,4,9,4452.0
Fully Paid,6.46%,debt_consolidation,CA,6000,183.79,10+ years,170000.0,6056.44,4,11,47929.0
Fully Paid,16.91%,medical,IL,2000,71.22,,25163.0,2051.16,1,8,3022.0
Fully Paid,8.81%,major_purchase,WI,5000,158.56,5 years,96000.0,3792.77,4,11,13789.0
Late (16-30 days),15.02%,debt_consolidation,TX,21000,499.81,4 years,30368.0,499.81,7,18,2037.0
Late (31-120 days),8.81%,debt_consolidation,CA,15000,475.68,3 years,42000.0,25.0,3,8,1993.0
Fully Paid,16.14%,debt_consolidation,WA,40000,975.71,9 years,72000.0,38093.48,3,6,16841.0
Fully Paid,17.97%,vacation,FL,20000,507.55,3 years,74039.0,400.39,3,6,867.0
Late (31-120 days),14.47%,credit_card,CT,14000,329.18,< 1 year,68000.0,329.18,4,18,2180.0
Fully Paid,7.02%,debt_consolidation,AR,7000,216.21,2 years,70000.0,231.16,3,9,26661.0
Fully Paid,19.92%,house,NY,20000,528.99,5 years,88500.0,20326.98,3,6,61066.0
Fully Paid,15.02%,credit_card,WA,12000,285.61,10+ years,130000.0,12014.49,7,27,13743.0
Fully Paid,13.56%,debt_consolidation,MI,1500,50.95,10+ years,23000.0,1487.96,1,4,9216.0
Fully Paid,8.81%,debt_consolidation,CA,15000,475.68,10+ years,35000.0,15019.09,5,5,2374.0
Late (16-30 days),15.02%,small_business,CA,8000,277.41,< 1 year,92000.0,277.41,3,10,1095.0
Fully Paid,24.37%,debt_consolidation,AZ,20000,579.67,7 years,235000.0,20351.64,2,13,35047.0
Fully Paid,18.94%,credit_card,OH,21000,769.14,8 years,73000.0,20037.12,4,8,23653.0
Fully Paid,8.19%,debt_consolidation,GA,5000,157.13,< 1 year,30000.0,5057.42,2,19,7568.0
Fully Paid,16.91%,home_improvement,WA,35000,868.15,< 1 year,140000.0,35499.04,2,7,70953.0
Fully Paid,20.89%,debt_consolidation,MS,10600,398.76,3 years,46000.0,10620.3,3,4,7504.0
Fully Paid,15.02%,other,NC,6000,208.06,4 years,57000.0,6038.54,2,9,21500.0
In Grace Period,12.98%,debt_consolidation,OH,4900,165.06,6 years,30000.0,165.06,7,29,1642.0
Fully Paid,12.98%,credit_card,NY,20000,673.69,10+ years,55000.0,19420.95,6,9,38845.0
Fully Paid,18.94%,other,CA,6500,238.07,2 years,100000.0,6373.22,8,14,33604.0
Late (31-120 days),16.14%,other,FL,12000,292.72,10+ years,67100.0,292.72,2,16,13043.0
Fully Paid,24.37%,debt_consolidation,NC,1200,47.32,10+ years,73500.0,1180.12,9,17,12449.0
Fully Paid,8.81%,credit_card,KY,22000,697.66,10+ years,120000.0,20587.59,10,15,4918.0
Fully Paid,20.89%,debt_consolidation,NC,24000,647.8,5 years,70572.0,24431.59,9,17,13181.0
Fully Paid,16.14%,debt_consolidation,CO,9000,317.04,4 years,50000.0,9036.32,1,6,13333.0
Fully Paid,12.98%,credit_card,CT,40000,909.72,2 years,66500.0,40788.92,1,12,71315.0
Charged Off,19.92%,debt_consolidation,FL,35000,925.73,< 1 year,100000.0,925.73,1,9,20632.0
Fully Paid,16.91%,debt_consolidation,NC,16000,569.73,1 year,85000.0,2688.26,5,12,53914.0
Fully Paid,8.19%,credit_card,AZ,15000,305.52,3 years,135000.0,22.9,7,13,25634.0
In Grace Period,14.47%,debt_consolidation,MN,30000,705.38,2 years,45000.0,705.38,1,6,7496.0
Fully Paid,13.56%,debt_consolidation,KY,16000,368.66,8 years,60000.0,15798.69,4,19,10148.0
Fully Paid,7.56%,renewable_energy,NJ,1000,31.14,10+ years,65000.0,986.69,7,18,16537.0
Fully Paid,8.19%,other,CA,15000,471.37,10+ years,104000.0,15158.96,3,14,5471.0
Fully Paid,10.72%,debt_consolidation,IL,20000,432.07,8 years,235000.0,19699.41,14,19,22275.0
Fully Paid,8.19%,debt_consolidation,CT,32000,651.76,10+ years,133000.0,31538.29,14,22,2726.0
Late (31-120 days),11.80%,credit_card,CA,35000,1159.17,5 years,165000.0,1159.17,9,13,4334.0
Fully Paid,25.34%,other,FL,1000,39.94,1 year,26000.0,16.25,0,3,4416.0
Fully Paid,8.19%,credit_card,NC,15000,471.37,7 years,325000.0,14737.52,5,18,30227.0
Fully Paid,8.19%,debt_consolidation,NC,10000,314.25,3 years,37800.0,7579.32,7,22,1822.0
